Date,Temperature,Humidity
2022-01-01,-9.307977450605087,84.81125910593472
2022-01-02,-9.903083018897341,80.95514014038446
2022-01-03,-9.074362414140602,86.36983655647526
2022-01-04,-8.153369770699051,84.7696618371455
2022-01-05,-9.862030291453122,86.92703536544586
2022-01-06,-9.810632803318317,79.11280564527179
2022-01-07,-7.943057472771187,88.14827814594705
2022-01-08,-8.697780228441772,84.06971085791055
2022-01-09,-9.874819793911648,87.15377553043086
2022-01-10,-8.800117983411717,82.3202471374548
2022-01-11,-9.740647724100974,86.09587167217562
2022-01-12,-9.674749215006472,82.73054348115592
2022-01-13,-8.896102905072125,83.20051353114445
2022-01-14,-10.977667093771466,89.31689625461931
2022-01-15,-10.712922790787736,84.97509659386718
2022-01-16,-9.471228313898377,85.17047990330863
2022-01-17,-9.840047523950597,86.6601592233528
2022-01-18,-8.428607346187007,85.2056674490387
2022-01-19,-9.563903330810103,85.0827894756922
2022-01-20,-9.978618254099771,85.71923113198234
2022-01-21,-7.008536989175241,88.31109966506418
2022-01-22,-8.605295118455942,84.18740996516081
2022-01-23,-8.214812226485252,84.50960420667256
2022-01-24,-9.607426226908267,86.90502190546935
2022-01-25,-8.624942550110092,86.52352314097101
2022-01-26,-7.865092102898054,86.30660666256978
2022-01-27,-9.020065845098738,85.78749336660773
2022-01-28,-7.384064868726705,81.40602260890239
2022-01-29,-8.248756278376536,87.39124120379046
2022-01-30,-7.825861851470665,81.62024013969796
2022-01-31,-8.019653451586336,84.61509765627125
2022-02-01,-5.447208702789144,81.21505265135585
2022-02-02,-7.1923192194125365,83.46788291652028
2022-02-03,-8.11369749298766,84.7143735671008
2022-02-04,-6.108470728988895,83.69694979539499
2022-02-05,-8.024788554341571,84.85623578564136
2022-02-06,-6.465947059597515,86.46039606791605
2022-02-07,-8.50331992786559,85.15872856696076
2022-02-08,-7.738685914143758,83.38102968649058
2022-02-09,-6.078537704645555,84.9674431888995
2022-02-10,-5.399919130051593,85.07890054287508
2022-02-11,-5.828131139562916,80.45884993950747
2022-02-12,-5.97442815695892,84.18201421817918
2022-02-13,-6.0173711122616,84.41103104075259
2022-02-14,-7.050524913875567,82.9301354502178
2022-02-15,-6.1458719990891,85.82434962616779
2022-02-16,-5.739022691706521,82.5694001717882
2022-02-17,-4.071991484444752,82.28714864916547
2022-02-18,-4.634641749794913,81.97117722632973
2022-02-19,-6.5889064103404955,83.32561130033318
2022-02-20,-4.347892192612692,79.98139592251594
2022-02-21,-4.901716288758049,79.57075637919044
2022-02-22,-5.03680647245257,85.70741336267623
2022-02-23,-3.590096359785173,80.10112548325593
2022-02-24,-3.01134451416313,79.52288755816896
2022-02-25,-2.9503644062014285,77.16840197589329
2022-02-26,-4.55893790349112,81.00154545636656
2022-02-27,-3.865830605915063,79.28673571614253
2022-02-28,-3.061121620920724,84.81459113073309
2022-03-01,-2.251523032695861,83.1453956950332
2022-03-02,-3.539889424287432,80.39364402178826
2022-03-03,-3.07903304976949,86.04438813557337
2022-03-04,-3.8314280275316515,83.879244987749
2022-03-05,-3.7521272640139927,81.22640086498976
2022-03-06,-1.5733797863051695,75.78787846340543
2022-03-07,-0.8588569573093341,85.01131362383616
2022-03-08,-2.115554154270734,78.27863214360818
2022-03-09,-0.8677633330139329,77.14308417259318
2022-03-10,-1.3367672431536937,82.71352448559612
2022-03-11,-2.17003477803124,85.96452220169417
2022-03-12,-0.9894859463164316,83.26328861017925
2022-03-13,0.36168349626145235,80.94697649197398
2022-03-14,-1.0372059811642393,81.7081116739127
2022-03-15,0.7386309931923354,81.33751562096444
2022-03-16,-3.270046948039463,83.15288065359326
2022-03-17,0.3476043044956572,80.38858069569092
2022-03-18,-0.21100546278467147,80.31390493929608
2022-03-19,-0.42062306017420426,80.08512527428805
2022-03-20,0.14672211162806498,78.41870976645261
2022-03-21,-1.755941281743675,80.3166204871383
2022-03-22,0.188660298777899,76.51975622222028
2022-03-23,0.942136559572599,79.33225246662421
2022-03-24,2.239546077407553,76.90304474699438
2022-03-25,0.4198951165223417,77.58287380730728
2022-03-26,0.3060193399232066,80.20677863234535
2022-03-27,0.7888869106071535,82.38956111738563
2022-03-28,2.3819096482706454,80.64567838786931
2022-03-29,1.9708040225001786,75.87359678150357
2022-03-30,1.2874692324216561,77.3770091106485
2022-03-31,2.5052539782086303,80.62891538687212
2022-04-01,2.2633513576719118,76.90334953408743
2022-04-02,3.3086859243964404,77.89639073780774
2022-04-03,1.8111846899540458,80.19451185307209
2022-04-04,2.35815224273169,76.8842349689069
2022-04-05,2.4656128121194363,78.9779446062322
2022-04-06,1.5653929769037793,76.54925252171171
2022-04-07,3.4954461724228256,77.04954162588616
2022-04-08,3.629981002942597,78.82457336681378
2022-04-09,3.542771984866821,75.04262654050325
2022-04-10,3.4708885082652023,79.1455052217882
2022-04-11,2.456957954194352,78.73224542504946
2022-04-12,3.6175242801777676,79.29621776874541
2022-04-13,3.8602360560354554,78.5177102401116
2022-04-14,3.5643468607894575,80.94610742955295
2022-04-15,4.367857416682822,78.06652029695441
2022-04-16,5.094511619569954,76.59393310796452
2022-04-17,6.736716485611353,76.8762367632589
2022-04-18,5.183884327040728,78.49465389455241
2022-04-19,5.424293247234294,77.38557351703426
2022-04-20,5.248348396823188,77.45700918399616
2022-04-21,3.558644778795596,76.81669423498869
2022-04-22,5.604049560903514,75.87217338444634
2022-04-23,5.842422821478904,74.27357804566117
2022-04-24,8.395502054204918,79.30140245927143
2022-04-25,5.888361346994803,74.56809285572002
2022-04-26,6.529084424502625,75.34964739215687
2022-04-27,6.337950331875245,75.39421030292398
2022-04-28,5.347377681782098,79.11615991299783
2022-04-29,7.800499612590391,75.50985083712075
2022-04-30,7.5494177579730275,78.72077526636095
2022-05-01,7.726471373037771,74.78978306499337
2022-05-02,6.1621139195175,77.47693136468885
2022-05-03,8.608425916149741,74.02509293540561
2022-05-04,5.935940663291047,81.32232792390126
2022-05-05,8.05480102189209,73.59740265099492
2022-05-06,9.786506623209311,75.7263881088494
2022-05-07,6.731540001052346,77.90178376133802
2022-05-08,7.279686193881971,77.18775509796201
2022-05-09,8.067389790963455,75.59572978676286
2022-05-10,7.583829453819897,75.94844387362319
2022-05-11,6.653986461477688,76.76062971321937
2022-05-12,8.388302335779406,75.51184482885333
2022-05-13,7.370237049071922,78.24263970905385
2022-05-14,9.016614456229714,79.91273877506785
2022-05-15,7.731727530213131,75.01915266487777
2022-05-16,10.306833696264102,72.10697719270979
2022-05-17,8.07698133144935,75.78494523757281
2022-05-18,8.639066978435732,80.83988518609078
2022-05-19,9.873069577218867,73.4561160754511
2022-05-20,7.92461409092617,79.31592656542504
2022-05-21,9.476339499886766,78.6172318782095
2022-05-22,10.646872264186893,73.56938738449057
2022-05-23,7.820519438931672,77.2277064389047
2022-05-24,9.698308110403364,78.4076391910554
2022-05-25,9.856603006016336,74.31344301501686
2022-05-26,10.458940169717154,74.3633691949367
2022-05-27,8.517892329183613,74.5776920075109
2022-05-28,8.509419146300925,73.7157769654638
2022-05-29,10.424136140779764,73.48937683947811
2022-05-30,10.268764084068582,72.4177374244412
2022-05-31,10.289103850326674,74.92361501135511
2022-06-01,10.449119101520422,73.23549398712251
2022-06-02,9.483916736122902,75.72561345552005
2022-06-03,10.454659591451277,71.6608789118671
2022-06-04,10.571120703881038,75.37620011248839
2022-06-05,9.616501913592744,76.85880696642148
2022-06-06,12.246581414320818,69.88923800769668
2022-06-07,10.901728416910242,75.29724893124003
2022-06-08,9.280803012583911,77.81493647865463
2022-06-09,11.169981805563257,71.99572705983596
2022-06-10,9.577167995758622,78.55656077579609
2022-06-11,11.374445488654656,75.15081527440476
2022-06-12,11.77854826304164,72.70070215696236
2022-06-13,9.82893444041344,74.97399462447787
2022-06-14,11.639721801310309,75.29679292438828
2022-06-15,11.112913783585956,74.59555389103184
2022-06-16,11.543032776920475,75.3059955964325
2022-06-17,12.635653113345375,71.84082625716859
2022-06-18,10.508403334553122,75.08451998079559
2022-06-19,10.012027340756454,72.16655733581182
2022-06-20,9.885259670228196,74.83491804218849
2022-06-21,9.96501163284278,73.20967890064902
2022-06-22,10.70680481053094,73.175537709555
2022-06-23,11.125180320113234,76.90959619036425
2022-06-24,11.057879510159985,76.65368048610856
2022-06-25,11.602573060092748,75.41698971176798
2022-06-26,10.779636609260516,72.42555616602459
2022-06-27,12.208461454354719,73.26295237343302
2022-06-28,10.475615779467299,77.18838751022471
2022-06-29,13.442845286085364,73.56201118423712
2022-06-30,11.32781181262116,78.97475317365281
2022-07-01,9.821527529409163,75.87587191408416
2022-07-02,9.581413788929396,75.59339133851536
2022-07-03,11.105489653268501,73.82902224496074
2022-07-04,10.367365185647925,75.0833992167406
2022-07-05,11.269749871369084,74.06018539155437
2022-07-06,10.99103082911947,75.92070193881744
2022-07-07,10.404143140423427,76.71133306337745
2022-07-08,9.586505654066462,73.63476825195087
2022-07-09,8.871942231248246,72.90156297726031
2022-07-10,9.89094248736953,71.38211801010864
2022-07-11,11.141718088173405,75.44512360973839
2022-07-12,10.44448556602881,72.57102400463785
2022-07-13,8.92695387413254,71.23074187702876
2022-07-14,10.285421163114506,75.63444662750467
2022-07-15,10.434371221305819,79.76881342421268
2022-07-16,9.099296106143669,75.43821012384838
2022-07-17,10.0682853262598,76.64283888577339
2022-07-18,9.901504272679665,75.2129065807553
2022-07-19,8.626411716597515,75.48901483531895
2022-07-20,10.050630216489584,76.81283785773074
2022-07-21,10.174486639012427,74.33220759211649
2022-07-22,10.615035831288964,75.22726671249933
2022-07-23,10.501517902317403,75.39263666123333
2022-07-24,7.983252854905805,74.67219266526101
2022-07-25,8.333805737831307,77.8171818301574
2022-07-26,9.694904594190595,74.80262818951388
2022-07-27,9.59945236544644,73.68878349829109
2022-07-28,9.50409899413198,76.32097019007482
2022-07-29,12.742785479719574,71.83167129655814
2022-07-30,9.359595657052836,75.37656448621183
2022-07-31,9.820601804806945,75.07146110430811
2022-08-01,9.533080879781314,77.4052506917725
2022-08-02,9.12225800307751,76.38826746422114
2022-08-03,8.045163245162408,75.92736445992851
2022-08-04,9.006779627996274,77.13214278440243
2022-08-05,7.360210015755052,79.1003100901571
2022-08-06,7.779323714860238,77.22595875527361
2022-08-07,7.411804124554953,76.31480317740929
2022-08-08,7.858022029853212,73.44731652037308
2022-08-09,9.967778756362037,72.88588329566824
2022-08-10,5.660857186286702,76.55912199814732
